1834200286417879429,1834218552662073678
1834351279167979689,1834351592205861211
1834425518495568254,1834425615543664675
1834510614397440409,1834510687282102541
1834511525530239135,1834511596913394036
1834533182462742611,1834533278352826872
1834533798056522161,1834533887357464701
1834562679551173075,1834562866260918453
1834713673161437633,1834714009486213613
1834787906495610973,1834788160158810270
1834880847109144632,1834881017842405556
1834881506608591099,1834881879407050872
1834894864648929592,1834895059529220326
1834895732635320375,1834895917335580731
1834925237521285300,1834925422586610051
1835076055272509692,1835076112378155291
1835150294100979868,1835150401286684885
1835246802821595299,1835246944807268480
1835247511185060267,1835247805679779940
1835257252493815813,1835257423785025898
1835257984584397140,1835258281989927134
1835287458189340700,1835288043688964506
1835438449295544408,1835438563032481981
